tanggal,Yield_BRA_MAY_54,Yield_CHIL_JAN_54,Yield_COL_NOV_54,Yield_INDO_SEP_54,Yield_KSA_JAN_54,Yield_MEX_MAY_55,Yield_SOAF_NOV_54,Yield_US_CT_30Y,Spread_BRA_MAY_54,Spread_CHIL_JAN_54,Spread_COL_NOV_54,Spread_INDO_SEP_54,Spread_KSA_JAN_54,Spread_MEX_MAY_55,Spread_SOAF_NOV_54,Yield_BRA_JAN_56,Spread_BRA_JAN_56
2024-03-15,7.178,5.436,8.08,5.37,5.769,6.506,8.535,4.43,274.8,100.6,365.0,94.0,133.9,207.6,410.5,,
2024-03-18,7.204,5.462,8.094,5.387,5.766,6.539,8.583,4.449,275.5,101.3,364.5,93.8,131.7,209.0,413.4,,
2024-03-19,7.176,5.449,8.072,5.393,5.767,6.534,8.595,4.442,273.4,100.7,363.0,95.1,132.5,209.2,415.3,,
2024-03-20,7.15,5.436,8.023,5.365,5.768,6.521,8.562,4.454,269.6,98.2,356.9,91.1,131.4,206.7,410.8,,
2024-03-21,7.086,5.396,7.941,5.332,5.71,6.479,8.472,4.436,265.0,96.0,350.5,89.6,127.4,204.3,403.6,,
2024-03-22,7.055,5.365,7.949,5.32,5.674,6.445,8.513,4.379,267.6,98.6,357.0,94.1,129.5,206.6,413.4,,
2024-03-25,7.069,5.393,7.988,5.304,5.695,6.469,8.548,4.416,265.3,97.7,357.2,88.8,127.9,205.3,413.2,,
2024-03-26,7.066,5.395,7.991,5.319,5.688,6.471,8.559,4.399,266.7,99.6,359.2,92.0,128.9,207.2,416.0,,
2024-03-27,7.048,5.363,7.961,5.322,5.664,6.424,8.554,4.351,269.7,101.2,361.0,97.1,131.3,207.3,420.3,,
2024-03-28,7.055,5.358,7.966,5.306,5.668,6.408,8.541,4.344,271.1,101.4,362.2,96.2,132.4,206.4,419.7,,
2024-03-29,7.055,5.358,7.966,5.306,5.668,6.408,8.541,4.344,271.1,101.4,362.2,96.2,132.4,206.4,419.7,,
2024-04-01,7.119,5.44,8.044,5.301,5.739,6.478,8.541,4.449,267.0,99.1,359.5,85.2,129.0,202.9,409.2,,
2024-04-02,7.181,5.494,8.084,5.374,5.749,6.528,8.7,4.496,268.5,99.8,358.8,87.8,125.3,203.2,420.4,,
2024-04-03,7.192,5.49,8.062,5.402,5.757,6.52,8.623,4.508,268.4,98.2,355.4,89.4,124.9,201.2,411.5,,
2024-04-04,7.164,5.44,8.045,5.404,5.734,6.474,8.513,4.477,268.7,96.3,356.8,92.7,125.7,199.7,403.6,,
2024-04-05,7.19,5.469,8.077,5.402,5.809,6.499,8.543,4.554,263.6,91.5,352.3,84.8,125.5,194.5,398.9,,
2024-04-08,7.218,5.468,8.073,5.468,5.809,6.507,8.565,4.55,266.8,91.8,352.3,91.8,125.9,195.7,401.5,,
2024-04-09,7.176,5.404,7.986,5.449,5.761,6.434,8.491,4.497,267.9,90.7,348.9,95.2,126.4,193.7,399.4,,
2024-04-10,7.292,5.52,8.124,5.427,5.845,6.581,8.603,4.624,266.8,89.6,350.0,80.3,122.1,195.7,397.9,,
2024-04-11,7.324,5.556,8.15,5.552,5.928,6.638,8.776,4.679,264.5,87.7,347.1,87.3,124.9,195.9,409.7,,
2024-04-12,7.327,5.533,8.16,5.555,5.922,6.66,8.752,4.63,269.7,90.3,353.0,92.5,129.2,203.0,412.2,,
2024-04-15,7.454,5.647,8.306,5.587,6.0,6.794,8.901,4.718,273.6,92.9,358.8,86.9,128.2,207.6,418.3,,
2024-04-16,7.542,5.71,8.375,5.701,6.078,6.847,8.945,4.763,277.9,94.7,361.2,93.8,131.5,208.4,418.2,,
2024-04-17,7.487,5.667,8.341,5.682,6.035,6.783,8.818,4.701,278.6,96.6,364.0,98.1,133.4,208.2,411.7,,
2024-04-18,7.5,5.684,8.412,5.621,6.02,6.801,8.814,4.731,276.9,95.3,368.1,89.0,128.9,207.0,408.3,,
2024-04-19,7.486,5.673,8.425,5.64,6.026,6.774,8.789,4.712,277.4,96.1,371.3,92.8,131.4,206.2,407.7,,
2024-04-22,7.464,5.67,8.397,5.692,6.015,6.767,8.769,4.714,275.0,95.6,368.3,97.8,130.1,205.3,405.5,,
2024-04-23,7.446,5.667,8.355,5.674,6.022,6.74,8.737,4.728,271.8,93.9,362.7,94.6,129.4,201.2,400.9,,
2024-04-24,7.486,5.728,8.404,5.693,6.058,6.8,8.881,4.772,271.4,95.6,363.2,92.1,128.6,202.8,410.9,,
2024-04-25,7.525,5.797,8.479,5.737,6.112,6.868,8.934,4.813,271.2,98.4,366.6,92.4,129.9,205.5,412.1,,
2024-04-26,7.495,5.769,8.434,5.788,6.082,6.821,8.794,4.776,271.9,99.3,365.8,101.2,130.6,204.5,401.8,,
2024-04-29,7.453,5.721,8.35,5.742,6.038,6.776,8.669,4.732,272.1,98.9,361.8,101.0,130.6,204.4,393.7,,
2024-04-30,7.497,5.79,8.45,5.723,6.062,6.837,8.76,4.785,271.2,100.5,366.5,93.8,127.7,205.2,397.5,,
2024-05-01,7.451,5.781,8.448,5.75,6.068,6.841,8.785,4.75,270.1,103.1,369.8,100.0,131.8,209.1,403.5,,
2024-05-02,7.405,5.735,8.388,5.713,6.022,6.8,8.72,4.729,267.6,100.6,365.9,98.4,129.3,207.1,399.1,,
2024-05-03,7.306,5.64,8.253,5.675,5.949,6.712,8.551,4.666,264.0,97.4,358.7,100.9,128.3,204.6,388.5,,
2024-05-06,7.265,5.592,8.163,5.575,5.92,6.663,8.551,4.636,262.9,95.6,352.7,93.9,128.4,202.7,391.5,,
2024-05-07,7.238,5.542,8.144,5.539,5.874,6.625,8.417,4.598,264.0,94.4,354.6,94.1,127.6,202.7,381.9,,
2024-05-08,7.309,5.577,8.195,5.539,5.884,6.681,8.494,4.64,266.9,93.7,355.5,89.9,124.4,204.1,385.4,,
2024-05-09,7.311,5.566,8.161,5.577,5.863,6.678,8.486,4.604,270.7,96.2,355.7,97.3,125.9,207.4,388.2,,
2024-05-10,7.346,5.583,8.174,5.539,5.865,6.7,8.482,4.64,270.6,94.3,353.4,89.9,122.5,206.0,384.2,,
2024-05-13,7.344,5.565,8.177,5.564,5.849,6.698,8.451,4.63,271.4,93.5,354.7,93.4,121.9,206.8,382.1,,
2024-05-14,7.358,5.542,8.194,5.561,5.809,6.68,8.457,4.586,277.2,95.6,360.8,97.5,122.3,209.4,387.1,,
2024-05-15,7.313,5.438,8.089,5.532,5.728,6.562,8.341,4.501,281.2,93.7,358.8,103.1,122.7,206.1,384.0,,
2024-05-16,7.286,5.445,8.101,5.415,5.717,6.568,8.281,4.513,277.3,93.2,358.8,90.2,120.4,205.5,376.8,,
2024-05-17,7.308,5.483,8.151,5.438,5.739,6.611,8.304,4.56,274.8,92.3,359.1,87.8,117.9,205.1,374.4,,
2024-05-20,7.29,5.498,8.148,5.461,5.753,6.606,8.283,4.585,270.5,91.3,356.3,87.6,116.8,202.1,369.8,,
2024-05-21,7.26,5.48,8.15,5.46,5.73,6.58,8.26,4.55,271.0,93.0,360.0,91.0,118.0,203.0,371.0,,
2024-05-22,7.254,5.501,8.207,5.456,5.743,6.606,8.294,4.539,271.5,96.2,366.8,91.7,120.4,206.7,375.5,,
2024-05-23,7.273,5.543,8.309,5.446,5.786,6.659,8.379,4.582,269.1,96.1,372.7,86.4,120.4,207.7,379.7,,
2024-05-24,7.269,5.56,8.347,5.487,5.782,6.667,8.387,4.571,269.8,98.9,377.6,91.6,121.1,209.6,381.6,,
2024-05-27,7.269,5.56,8.347,5.487,5.782,6.667,8.387,4.571,269.8,98.9,377.6,91.6,121.1,209.6,381.6,,
2024-05-28,7.3,5.623,8.396,5.475,5.833,6.713,8.351,4.666,263.4,95.7,373.0,80.9,116.7,204.7,368.5,,
2024-05-29,7.357,5.689,8.442,5.58,5.878,6.776,8.473,4.734,262.3,95.5,370.8,84.6,114.4,204.2,373.9,,
2024-05-30,7.32,5.634,8.367,5.608,5.859,6.725,8.515,4.68,264.0,95.4,368.7,92.8,117.9,204.5,383.5,,
2024-05-31,7.297,5.593,8.303,5.579,5.847,6.678,8.618,4.649,264.8,94.4,365.4,93.0,119.8,202.9,396.9,,
2024-06-03,7.257,5.511,8.237,5.518,5.802,6.66,8.479,4.538,271.9,97.3,369.9,98.0,126.4,212.2,394.1,,
2024-06-04,7.234,5.462,8.229,5.468,5.785,6.672,8.474,4.474,276.0,98.8,375.5,99.4,131.1,219.8,400.0,,
2024-06-05,7.213,5.423,8.209,5.431,5.764,6.611,8.525,4.43,278.3,99.3,377.9,100.1,133.4,218.1,409.5,,
2024-06-06,7.216,5.422,8.202,5.398,5.768,6.611,8.5,4.436,278.0,98.6,376.6,96.2,133.2,217.5,406.4,,
2024-06-07,7.306,5.528,8.216,5.381,5.818,6.741,8.516,4.555,275.1,97.3,366.1,82.6,126.3,218.6,396.1,,
2024-06-10,7.338,5.558,8.248,5.476,5.828,6.792,8.505,4.597,274.1,96.1,365.1,87.9,123.1,219.5,390.8,,
2024-06-11,7.322,5.536,8.238,5.457,5.783,6.788,8.427,4.537,278.5,99.9,370.1,92.0,124.6,225.1,389.0,,
2024-06-12,7.263,5.465,8.177,5.435,5.719,6.734,8.185,4.476,278.7,98.9,370.1,95.9,124.3,225.8,370.9,,
2024-06-13,7.254,5.424,8.224,5.379,5.662,6.674,8.217,4.398,285.6,102.6,382.6,98.1,126.4,227.6,381.9,,
2024-06-14,7.262,5.397,8.254,5.36,5.649,6.672,8.147,4.349,291.3,104.8,390.5,101.1,130.0,232.3,379.8,,
2024-06-17,7.305,5.456,8.359,5.383,5.675,6.732,8.175,4.406,289.9,105.0,395.3,97.7,126.9,232.6,376.9,,
2024-06-18,7.273,5.404,8.255,5.421,5.663,6.643,8.088,4.356,291.7,104.8,389.9,106.5,130.7,228.7,373.2,,
2024-06-19,7.273,5.404,8.255,5.421,5.663,6.643,8.028,4.356,291.7,104.8,389.9,106.5,130.7,228.7,367.2,,
2024-06-20,7.299,5.43,8.29,5.386,5.692,6.65,8.122,4.398,290.1,103.2,389.2,98.8,129.4,225.2,372.4,,
2024-06-21,7.29,5.423,8.304,5.385,5.684,6.637,8.111,4.398,289.2,102.5,390.6,98.7,128.6,223.9,371.3,,
2024-06-24,7.281,5.421,8.224,5.406,5.658,6.624,8.137,4.366,291.5,105.5,385.8,104.0,129.2,225.8,377.1,,
2024-06-25,7.264,5.421,8.173,5.406,5.685,6.634,8.135,4.378,288.6,104.3,379.5,102.8,130.7,225.6,375.7,,
2024-06-26,7.314,5.481,8.226,5.443,5.753,6.708,8.168,4.463,285.1,101.8,376.3,98.0,129.0,224.5,370.5,,
2024-06-27,7.306,5.469,8.19,5.476,5.742,6.694,8.218,4.427,287.9,104.2,376.3,104.9,131.5,226.7,379.1,,
2024-06-28,7.38,5.528,8.254,5.462,5.845,6.758,8.148,4.559,282.1,96.9,369.5,90.3,128.6,219.9,358.9,,
2024-07-01,7.495,5.651,8.417,5.53,5.886,6.869,8.262,4.625,287.0,102.6,379.2,90.5,126.1,224.4,363.7,,
2024-07-02,7.498,5.621,8.365,5.585,5.878,6.835,8.283,4.606,289.2,101.5,375.9,97.9,127.2,222.9,367.7,,
2024-07-03,7.418,5.54,8.242,5.573,5.823,6.739,8.156,4.528,289.0,101.2,371.4,104.5,129.5,221.1,362.8,,
2024-07-04,7.418,5.54,8.242,5.573,5.823,6.739,8.145,4.528,289.0,101.2,371.4,104.5,129.5,221.1,361.7,,
2024-07-05,7.316,5.475,8.183,5.511,5.779,6.654,8.047,4.478,283.8,99.7,370.5,103.3,130.1,217.6,356.9,,
2024-07-08,7.276,5.447,8.159,5.479,5.767,6.614,8.013,4.466,281.0,98.1,369.3,101.3,130.1,214.8,354.7,,
2024-07-09,7.274,5.472,8.211,5.46,5.795,6.651,8.044,4.489,278.5,98.3,372.2,97.1,130.6,216.2,355.5,,
2024-07-10,7.242,5.458,8.189,5.461,5.779,6.649,8.003,4.478,276.4,98.0,371.1,98.3,130.1,217.1,352.5,,
2024-07-11,7.163,5.389,8.133,5.447,5.729,6.571,7.921,4.421,274.2,96.8,371.2,102.6,130.8,215.0,350.0,,
2024-07-12,7.153,5.375,8.099,5.395,5.697,6.54,7.927,4.397,275.6,97.8,370.2,99.8,130.0,214.3,353.0,,
2024-07-15,7.191,5.427,8.16,5.402,5.735,6.594,7.951,4.459,273.2,96.8,370.1,94.3,127.6,213.5,349.2,,
2024-07-16,7.159,5.382,8.124,5.39,5.688,6.568,7.937,4.373,278.6,100.9,375.1,101.7,131.5,219.5,356.4,,
2024-07-17,7.19,5.399,8.159,5.38,5.693,6.593,7.967,4.376,281.4,102.3,378.3,100.4,131.7,221.7,359.1,,
2024-07-18,7.226,5.436,8.214,5.385,5.721,6.652,7.983,4.422,280.4,101.4,379.2,96.3,129.9,223.0,356.1,,
2024-07-19,7.264,5.481,8.266,5.401,5.729,6.703,8.046,4.448,281.6,103.3,381.8,95.3,128.1,225.5,359.8,,
2024-07-22,7.248,5.486,8.237,5.407,5.74,6.699,8.038,4.473,277.5,101.3,376.4,93.4,126.7,222.6,356.5,,
2024-07-23,7.24,5.48,8.19,5.41,5.75,6.69,8.01,4.49,275.0,99.0,370.0,92.0,126.0,220.0,352.0,,
2024-07-24,7.273,5.522,8.236,5.419,5.793,6.734,8.042,4.543,273.0,97.9,369.3,87.6,125.0,219.1,349.9,,
2024-07-25,7.281,5.5,8.22,5.463,5.797,6.712,8.065,4.484,279.7,101.6,373.6,97.9,131.3,222.8,358.1,,
2024-07-26,7.25,5.47,8.18,5.45,5.8,6.67,8.01,4.45,280.0,102.0,373.0,100.0,135.0,222.0,356.0,,
2024-07-29,7.219,5.439,8.161,5.402,5.76,6.657,7.993,4.425,279.4,101.4,373.6,97.7,133.5,223.2,356.8,,
2024-07-30,7.23,5.44,8.19,5.4,5.75,6.66,8.0,4.4,283.0,104.0,379.0,100.0,135.0,226.0,360.0,,
2024-07-31,7.2,5.39,8.16,5.36,5.68,6.62,7.97,4.3,290.0,109.0,386.0,106.0,138.0,232.0,367.0,,
2024-08-01,7.18,5.36,8.14,5.31,5.66,6.59,7.93,4.28,290.0,108.0,386.0,103.0,138.0,231.0,365.0,,
2024-08-02,7.13,5.27,8.1,5.28,5.57,6.53,7.93,4.11,302.0,116.0,399.0,117.0,146.0,242.0,382.0,,
2024-08-05,7.18,5.29,8.18,5.22,5.59,6.57,8.01,4.07,311.0,122.0,411.0,115.0,152.0,250.0,394.0,,
2024-08-06,7.21,5.33,8.19,5.24,5.64,6.59,8.01,4.18,303.0,115.0,401.0,106.0,146.0,241.0,383.0,,
2024-08-07,7.22,5.36,8.18,5.28,5.65,6.6,8.01,4.25,297.0,111.0,393.0,103.0,140.0,235.0,376.0,,
2024-08-08,7.22,5.38,8.17,5.27,5.66,6.58,8.0,4.28,294.0,110.0,389.0,99.0,138.0,230.0,372.0,,
2024-08-09,7.16,5.33,8.11,5.27,5.63,6.51,7.93,4.22,294.0,111.0,389.0,105.0,141.0,229.0,371.0,,
2024-08-12,7.13,5.29,8.09,5.26,5.62,6.49,7.91,4.2,293.0,109.0,389.0,106.0,142.0,229.0,371.0,,
2024-08-13,7.09,5.22,8.03,5.23,5.61,6.47,7.89,4.16,293.0,106.0,387.0,107.0,145.0,231.0,373.0,,
2024-08-14,7.02,5.18,8.01,5.15,5.58,6.43,7.82,4.13,289.0,105.0,388.0,102.0,145.0,230.0,369.0,,
2024-08-15,7.03,5.22,8.03,5.12,5.58,6.44,7.81,4.17,286.0,105.0,386.0,95.0,141.0,227.0,364.0,,
2024-08-16,7.005,5.203,8.003,5.125,5.541,6.412,7.755,4.141,286.4,106.2,386.2,98.4,140.0,227.1,361.4,,
2024-08-19,6.95,5.18,7.96,5.08,5.51,6.38,7.65,4.12,283.0,106.0,384.0,96.0,139.0,226.0,353.0,,
2024-08-20,6.89,5.14,7.9,5.04,5.45,6.34,7.6,4.06,283.0,108.0,384.0,98.0,139.0,228.0,354.0,,
2024-08-21,6.856,5.124,7.867,5.001,5.425,6.344,7.591,4.078,277.8,104.6,378.9,92.3,134.7,226.6,351.3,,
2024-08-22,6.9,5.17,7.92,5.0,5.43,6.4,7.63,4.13,277.0,104.0,379.0,87.0,130.0,227.0,350.0,,
2024-08-23,6.87,5.14,7.87,5.02,5.38,6.37,7.59,4.09,278.0,105.0,378.0,93.0,129.0,228.0,350.0,,
2024-08-26,6.85,5.14,7.85,4.96,5.4,6.36,7.59,4.11,274.0,103.0,374.0,85.0,129.0,225.0,348.0,,
2024-08-27,6.86,5.16,7.87,5.0,5.39,6.39,7.58,4.11,275.0,105.0,376.0,89.0,128.0,228.0,347.0,,
2024-08-28,6.859,5.173,7.92,5.027,5.383,6.426,7.573,4.125,273.4,104.8,379.5,90.2,125.8,230.1,344.8,,
2024-08-29,6.87,5.19,7.94,5.05,5.39,6.46,7.59,4.15,272.0,104.0,379.0,90.0,124.0,231.0,344.0,,
2024-08-30,6.92,5.21,7.96,5.08,5.41,6.46,7.58,4.2,272.0,101.0,376.0,88.0,121.0,226.0,338.0,,
2024-09-02,6.916,5.207,7.96,5.081,5.406,6.461,7.594,4.196,272.0,101.1,376.4,88.5,121.0,226.5,339.8,,
2024-09-03,6.95,5.22,7.99,5.14,5.42,6.48,7.62,4.12,283.0,110.0,387.0,102.0,130.0,236.0,350.0,,
2024-09-04,6.93,5.19,7.98,5.14,5.37,6.46,7.61,4.06,287.0,113.0,392.0,108.0,131.0,240.0,355.0,,
2024-09-05,6.901,5.149,7.934,5.1,5.379,6.408,7.601,4.021,288.0,112.8,391.3,107.9,135.8,238.7,358.0,,
2024-09-06,6.9,5.12,7.97,5.09,5.37,6.4,7.58,4.02,288.0,110.0,395.0,107.0,135.0,238.0,356.0,,
2024-09-09,6.91,5.11,7.96,5.13,5.35,6.38,7.61,4.0,291.0,111.0,396.0,113.0,135.0,238.0,361.0,,
2024-09-10,6.9,5.1,7.96,5.1,5.35,6.39,7.62,3.96,294.0,114.0,400.0,114.0,139.0,243.0,366.0,,
2024-09-11,6.88,5.09,7.96,5.05,5.35,6.34,7.62,3.97,291.0,112.0,399.0,108.0,138.0,237.0,365.0,,
2024-09-12,6.86,5.08,7.95,5.06,5.33,6.3,7.58,3.99,287.0,109.0,396.0,107.0,134.0,231.0,359.0,,
2024-09-13,6.82,5.05,7.91,5.03,5.28,6.26,7.53,3.98,284.0,107.0,393.0,105.0,130.0,228.0,355.0,,
2024-09-16,6.77,4.99,7.86,5.0,5.24,6.23,7.47,3.93,284.0,106.0,393.0,107.0,131.0,230.0,354.0,,
2024-09-17,6.74,4.98,7.79,4.95,5.22,6.22,7.38,3.96,278.0,102.0,383.0,99.0,126.0,226.0,342.0,,
2024-09-18,6.75,5.03,7.82,4.96,5.24,6.25,7.4,4.02,273.0,101.0,380.0,94.0,122.0,223.0,338.0,,
2024-09-19,6.77,5.05,7.79,4.98,5.23,6.26,7.38,4.05,272.0,100.0,374.0,93.0,118.0,221.0,333.0,,
2024-09-20,6.79,5.08,7.8,4.98,5.27,6.29,7.38,4.09,270.0,99.0,371.0,89.0,118.0,220.0,329.0,,
2024-09-23,6.83,5.1,7.81,5.01,5.29,6.31,7.41,4.09,274.0,101.0,372.0,92.0,120.0,222.0,332.0,,
2024-09-24,6.83,5.12,7.8,5.04,5.29,6.32,7.38,4.09,274.0,103.0,371.0,95.0,120.0,223.0,329.0,,
2024-09-25,6.86,5.15,7.85,5.02,5.33,6.34,7.37,4.14,272.0,101.0,371.0,88.0,119.0,220.0,323.0,,
2024-09-26,6.86,5.14,7.89,5.04,5.33,6.35,7.37,4.13,273.0,101.0,376.0,91.0,120.0,222.0,324.0,,
2024-09-27,6.83,5.12,7.89,5.04,5.35,6.34,7.35,4.11,272.0,101.0,378.0,93.0,124.0,223.0,324.0,,
2024-09-30,6.82,5.1,7.88,5.03,5.38,6.37,7.33,4.12,270.0,98.0,376.0,91.0,126.0,225.0,321.0,,
2024-10-01,6.78,5.05,7.83,5.02,5.35,6.32,7.3,4.07,271.0,98.0,376.0,95.0,128.0,225.0,323.0,,
2024-10-02,6.76,5.08,7.84,5.02,5.39,6.34,7.33,4.13,263.0,95.0,371.0,89.0,126.0,221.0,320.0,,
2024-10-03,6.77,5.12,7.84,5.05,5.47,6.35,7.39,4.18,259.0,94.0,366.0,87.0,129.0,217.0,321.0,,
2024-10-04,6.82,5.2,7.88,5.07,5.52,6.4,7.43,4.25,257.0,95.0,363.0,82.0,127.0,215.0,318.0,,
2024-10-07,6.87,5.29,7.94,5.16,5.58,6.48,7.49,4.31,256.0,98.0,363.0,85.0,127.0,217.0,318.0,,
2024-10-08,6.89,5.31,7.96,5.19,5.54,6.51,7.51,4.29,260.0,102.0,367.0,90.0,125.0,222.0,322.0,,
2024-10-09,6.94,5.32,8.0,5.19,5.55,6.55,7.51,4.34,260.0,98.0,366.0,85.0,121.0,221.0,317.0,,
2024-10-10,6.99,5.35,8.03,5.22,5.55,6.57,7.56,4.36,263.0,99.0,367.0,86.0,119.0,221.0,320.0,,
2024-10-11,7.02,5.36,8.04,5.23,5.6,6.62,7.56,4.41,261.0,95.0,363.0,82.0,119.0,221.0,315.0,,
2024-10-14,7.02,5.36,8.04,5.23,5.6,6.62,7.57,4.41,261.0,95.0,363.0,82.0,119.0,221.0,316.0,,
2024-10-15,6.973,5.308,7.999,5.204,5.552,6.585,7.494,4.321,265.2,98.7,367.8,88.3,123.1,226.4,317.3,,
2024-10-16,6.93,5.26,7.96,5.15,5.54,6.56,7.47,4.3,263.0,96.0,366.0,85.0,124.0,226.0,317.0,,
2024-10-17,6.98,5.32,8.01,5.17,5.59,6.63,7.52,4.39,259.0,93.0,362.0,78.0,120.0,224.0,313.0,,
2024-10-18,6.97,5.31,8.02,5.23,5.6,6.64,7.54,4.39,258.0,92.0,363.0,84.0,121.0,225.0,315.0,,
2024-10-21,7.06,5.42,8.14,5.25,5.69,6.77,7.65,4.5,256.0,92.0,364.0,75.0,119.0,227.0,315.0,,
2024-10-22,7.12,5.46,8.23,5.35,5.71,6.77,7.7,4.5,262.0,96.0,373.0,85.0,121.0,227.0,320.0,,
2024-10-23,7.17,5.49,8.32,5.39,5.76,6.79,7.82,4.52,265.0,97.0,380.0,87.0,124.0,227.0,330.0,,
2024-10-24,7.13,5.46,8.3,5.34,5.74,6.74,7.76,4.48,265.0,98.0,382.0,86.0,126.0,226.0,328.0,,
2024-10-25,7.11,5.46,8.33,5.31,5.74,6.74,7.74,4.5,261.0,96.0,383.0,81.0,124.0,224.0,324.0,,
2024-10-28,7.13,5.49,8.37,5.38,5.76,6.79,7.81,4.53,260.0,96.0,384.0,85.0,123.0,226.0,328.0,,
2024-10-29,7.13,5.49,8.42,5.38,5.75,6.8,7.85,4.5,263.0,99.0,392.0,88.0,125.0,230.0,335.0,,
2024-10-30,7.1,5.47,8.49,5.31,5.75,6.82,7.78,4.5,260.0,97.0,399.0,81.0,125.0,232.0,328.0,,
2024-10-31,7.128,5.473,8.564,5.329,5.777,6.872,7.827,4.476,265.2,99.7,408.8,85.3,130.1,239.6,335.1,,
2024-11-01,7.21,5.54,8.62,5.36,5.83,6.93,7.86,4.58,263.0,96.0,404.0,78.0,125.0,235.0,328.0,,
2024-11-04,7.19,5.49,8.62,5.38,5.78,6.88,7.82,4.47,272.0,102.0,415.0,91.0,131.0,241.0,335.0,,
2024-11-05,7.26,5.5,8.63,5.38,5.77,6.89,7.85,4.44,282.0,106.0,419.0,94.0,133.0,245.0,341.0,,
2024-11-06,7.32,5.61,8.68,5.47,5.91,6.93,7.94,4.61,271.0,100.0,407.0,86.0,130.0,232.0,333.0,,
2024-11-07,7.17,5.51,8.42,5.43,5.84,6.81,7.75,4.53,264.0,98.0,389.0,90.0,131.0,228.0,322.0,,
2024-11-08,7.15,5.45,8.36,5.32,5.78,6.84,7.65,4.47,268.0,98.0,389.0,85.0,131.0,237.0,318.0,,
2024-11-11,7.15,5.45,8.36,5.32,5.78,6.84,7.68,4.47,268.0,98.0,389.0,85.0,131.0,237.0,321.0,,
2024-11-12,7.24,5.54,8.5,5.34,5.84,6.95,7.81,4.57,267.0,97.0,393.0,77.0,127.0,238.0,324.0,,
2024-11-13,7.285,5.584,8.5,5.392,5.864,6.937,7.889,4.637,264.8,94.7,386.3,75.5,122.7,230.0,325.2,,
2024-11-14,7.3,5.56,8.52,5.46,5.85,6.89,7.93,4.59,271.0,97.0,393.0,87.0,126.0,230.0,334.0,,
2024-11-15,7.362,5.61,8.587,5.454,5.885,6.959,8.018,4.619,274.3,99.1,396.8,83.5,126.6,234.0,339.9,,
2024-11-18,7.376,5.629,8.593,5.503,5.88,6.985,8.04,4.611,276.5,101.8,398.2,89.2,126.9,237.4,342.9,,
2024-11-19,7.31,5.57,8.49,5.5,5.86,6.94,7.96,4.58,273.0,99.0,391.0,92.0,128.0,236.0,338.0,,
2024-11-20,7.26,5.57,8.43,5.51,5.86,6.95,7.98,4.6,266.0,97.0,383.0,91.0,126.0,235.0,338.0,,
2024-11-21,7.19,5.57,8.4,5.5,5.86,6.95,7.95,4.6,259.0,97.0,380.0,90.0,126.0,235.0,335.0,,
2024-11-22,7.175,5.573,8.429,5.5,5.844,6.959,7.904,4.589,258.6,98.4,384.0,91.1,125.5,237.0,331.5,,
2024-11-25,7.09,5.45,8.38,5.46,5.76,6.88,7.82,4.47,262.0,98.0,391.0,99.0,129.0,241.0,335.0,,
2024-11-26,7.1,5.46,8.39,5.42,5.75,6.9,7.85,4.48,262.0,98.0,391.0,94.0,127.0,242.0,337.0,,
2024-11-27,7.09,5.41,8.33,5.41,5.72,6.87,7.8,4.44,265.0,97.0,389.0,97.0,128.0,243.0,336.0,,
2024-11-28,7.09,5.41,8.33,5.41,5.72,6.87,7.78,4.44,265.0,97.0,389.0,97.0,128.0,243.0,334.0,,
2024-11-29,7.17,5.35,8.27,5.38,5.67,6.84,7.77,4.36,281.0,99.0,391.0,102.0,131.0,248.0,341.0,,
2024-12-02,7.19,5.37,8.29,5.37,5.67,6.84,7.75,4.36,283.0,101.0,393.0,101.0,131.0,248.0,339.0,,
2024-12-03,7.21,5.37,8.27,5.38,5.68,6.83,7.74,4.4,281.0,97.0,387.0,98.0,128.0,243.0,334.0,,
2024-12-04,7.17,5.34,8.27,5.4,5.65,6.79,7.73,4.35,282.0,99.0,392.0,105.0,130.0,244.0,338.0,,
2024-12-05,7.12,5.32,8.23,5.36,5.64,6.73,7.66,4.34,278.0,98.0,389.0,102.0,130.0,239.0,332.0,,
2024-12-06,7.092,5.291,8.184,5.336,5.628,6.692,7.545,4.337,275.5,95.4,384.7,99.9,129.1,235.5,320.8,,
2024-12-09,7.15,5.33,8.21,5.32,5.63,6.75,7.55,4.39,276.0,94.0,382.0,93.0,124.0,236.0,316.0,,
2024-12-10,7.18,5.36,8.25,5.36,5.65,6.79,7.61,4.42,276.0,94.0,383.0,94.0,123.0,237.0,319.0,,
2024-12-11,7.175,5.393,8.232,5.365,5.681,6.806,7.635,4.484,269.1,90.9,374.8,88.1,119.7,232.2,315.1,,
2024-12-12,7.19,5.47,8.24,5.41,5.73,6.86,7.69,4.55,264.0,92.0,369.0,86.0,118.0,231.0,314.0,,
2024-12-13,7.29,5.55,8.29,5.44,5.76,6.96,7.78,4.6,269.0,95.0,369.0,84.0,116.0,236.0,318.0,,
2024-12-16,7.42,5.6,8.35,5.48,5.78,7.04,7.81,4.6,282.0,100.0,375.0,88.0,118.0,244.0,321.0,,
2024-12-17,7.47,5.6,8.39,5.51,5.83,7.04,7.86,4.59,288.0,101.0,380.0,92.0,124.0,245.0,327.0,,
2024-12-18,7.68,5.68,8.46,5.5,5.91,7.12,7.87,4.68,300.0,100.0,378.0,82.0,123.0,244.0,319.0,,
