Sum of PRICE,Column Labels,,,,
Row Labels,CDS 10Y,CDS 1Y,CDS 3Y,CDS 5Y,CDS 7Y
02/04/2014,260.635,27.5,97.5,171.5,223.025
03/04/2014,261.805,28.15,99.835,175.5,226.32
04/04/2014,255.67,27.58,97.855,172,221.42
07/04/2014,256.62,27.515,97.82,172,221.815
08/04/2014,252.205,27.025,96.135,169,217.96
10/04/2014,251.67,26.835,95.59,168,217.035
11/04/2014,244.105,27.43,97.765,171.87,217.86
14/04/2014,242.08,27.29,97.4,171.195,216.575
15/04/2014,242.675,27.345,97.625,171.5,217
16/04/2014,227.51,29.5,95,169.095,206.745
17/04/2014,241.865,29,92,171,215.495
21/04/2014,235.25,28.455,90.495,168,210.6
22/04/2014,236.755,28.575,90.88,168.68,211.69
23/04/2014,242.615,29.3,93.23,173,217.025
24/04/2014,241.975,29.355,93.445,173.33,216.98
25/04/2014,245.715,29.785,94.68,176,220.33
28/04/2014,245.825,29.86,95.26,176.65,220.82
29/04/2014,249.845,34.165,102.65,174.175,221.56
30/04/2014,249.665,34.04,102.31,173.59,221.085
02/05/2014,246.615,33.49,100.77,171,218.08
08/05/2014,221.735,29.61,89.34,151.5,194.49
09/05/2014,230.065,30.465,91.97,156,200.985
12/05/2014,230.355,30.675,92.725,157.165,201.925
13/05/2014,221.09,29.47,89.11,151,193.8
14/05/2014,217.915,28.825,87.2,147.785,190.37
16/05/2014,226.035,29.895,90.54,153.5,197.63
19/05/2014,229.335,30.365,92.08,156,200.69
20/05/2014,236.665,31.43,95.355,161.5,207.445
21/05/2014,229.83,30.665,93.085,157.68,202.05
22/05/2014,223.195,29.645,90.035,152.5,195.79
23/05/2014,216.435,32,89.29,148.26,189.74
26/05/2014,222.32,32.06,84.31,148.345,193.335
28/05/2014,216.305,31.065,81.67,143.65,187.62
30/05/2014,211.45,22.12,77.375,140,187.29
02/06/2014,214.36,22.395,78.275,141.5,189.555
03/06/2014,219.91,23.045,80.535,145.5,194.675
04/06/2014,218.15,22.91,80.04,144.665,193.345
05/06/2014,215.65,22.66,79.165,143,191.14
06/06/2014,208.23,21.715,71.865,137,183.785
09/06/2014,206.46,21.5,75.05,135.51,181.99
10/06/2014,210.325,28.02,75.85,135.84,184.845
11/06/2014,225.525,31,77.01,143.51,198.335
12/06/2014,225.57,31.01,77.01,143.51,198.35
13/06/2014,226.395,31.155,77.375,144.165,199.165
16/06/2014,228.145,31.49,78.125,145.51,200.87
17/06/2014,218.675,33.83,83.88,147.01,194.65
18/06/2014,220.965,34.31,85.08,149,196.98
19/06/2014,219.74,34.08,84.505,148,195.79
20/06/2014,217.02,34.645,86.755,154.175,190.165
23/06/2014,198.015,37.52,90.015,151.01,176.495
24/06/2014,223.07,24,81,152.5,193.32
25/06/2014,227.66,24.66,83.205,156.51,197.875
26/06/2014,228.9,24.805,83.73,157.51,199.07
27/06/2014,230.705,25.03,84.51,159.01,200.81
30/06/2014,228.1,37.085,92.94,145.03,205.065
01/07/2014,221.02,35.705,89.485,143.01,197.975
02/07/2014,221.02,35.725,89.5,135.4,198
03/07/2014,221.93,33.665,90.76,138.84,197.5
04/07/2014,233.62,27,88,139.28,204.6
07/07/2014,236.24,27.465,89.35,118.663,207.235
08/07/2014,223.02,25.55,83.25,130.01,194.245
10/07/2014,228.93,26.415,85.975,135.01,200.015
11/07/2014,231.2,26.77,87.045,130.01,202.3
14/07/2014,228.58,26.43,85.94,147.01,199.77
15/07/2014,232.83,27.035,87.905,150.305,203.9
16/07/2014,228.55,26.47,85.99,147,199.745
17/07/2014,232.46,27.005,87.775,150,203.5
18/07/2014,229.89,26.58,86.445,147.825,200.895
21/07/2014,232.5,27.02,87.79,150,203.33
22/07/2014,217.05,27.5,83.51,142.01,192
23/07/2014,216.65,27.39,83.275,141.68,191.65
24/07/2014,217.63,27.565,88.785,142.5,192.635
25/07/2014,220.23,28.02,85.11,144.675,195.24
30/07/2014,216.33,24.955,79.08,143.865,188.07
31/07/2014,230.18,26.97,85.43,155.29,201.685
01/08/2014,234.75,27.625,87.7,159.01,206.155
04/08/2014,227.825,26.71,84.635,153.67,199.6
05/08/2014,227.53,26.995,85.555,155.5,200.32
06/08/2014,231.685,27.62,87.525,159,204.435
07/08/2014,240.265,28.895,91.485,166.15,212.91
08/08/2014,237.635,28.505,90.235,163.895,210.285
11/08/2014,227.245,34.05,91.63,158,201.02
12/08/2014,224.075,33.485,90.07,155.3,197.92
13/08/2014,221.265,32.9,88.74,153,195.155
14/08/2014,219.03,32.6,87.65,151.13,192.985
15/08/2014,214.56,31.75,85.475,147.355,188.54
18/08/2014,212.23,31.375,84.32,145.34,186.19
19/08/2014,204.51,30.095,80.705,139.01,178.69
20/08/2014,207.345,30.5,82.09,141.365,181.48
21/08/2014,204.05,30.02,80.555,138.67,178.245
22/08/2014,200.275,29.305,78.695,135.505,174.505
25/08/2014,201.43,29.5,79.36,136.51,175.6
26/08/2014,196.625,28.73,77.035,132.5,170.93
27/08/2014,197.265,28.86,77.365,133.09,171.615
28/08/2014,203.76,19.545,71.495,134.335,176.435
29/08/2014,204.61,19.7,71.88,135.01,177.265
01/09/2014,202.485,19.44,71.03,133.355,175.2
02/09/2014,201.425,19.345,70.615,132.5,174.155
03/09/2014,196.395,18.765,68.51,128.5,169.32
04/09/2014,198.885,19.045,69.565,130.5,171.725
05/09/2014,195.05,18.75,68.445,128.335,169.06
08/09/2014,197.48,18.96,69.135,129.5,170.405
09/09/2014,201.88,18.645,68.18,132.42,177.25
10/09/2014,204.37,18.905,69.295,134.5,179.735
11/09/2014,201.79,18.705,68.3,132.5,177.245
12/09/2014,205.495,19.12,69.865,135.5,180.89
15/09/2014,214.16,20.11,73.36,142.245,189.245
16/09/2014,212.265,19.94,72.87,141.14,187.66
17/09/2014,207.275,19.42,70.775,137.07,182.75
18/09/2014,207.085,19.395,70.785,137,182.58
19/09/2014,204.66,19.115,69.755,135,180.16
22/09/2014,222.92,20.335,75.035,148,197.265
23/09/2014,228.725,20.97,77.3,152.51,202.84
24/09/2014,223.875,20.4,75.285,148.51,198.015
25/09/2014,219.545,20.675,76.405,150.64,196.875
26/09/2014,232.98,31.17,89.4,163.51,209.845
29/09/2014,246.075,33.33,95.41,174.475,222.885
30/09/2014,237.815,31.965,91.65,167.51,214.6
01/10/2014,228.965,32.17,92.205,168.51,215.76
02/10/2014,244.365,33.04,94.65,173.01,221.18
03/10/2014,238.145,32.01,91.745,167.685,214.965
06/10/2014,235.05,45,101.01,164.51,211.53
07/10/2014,233.545,32.51,94.01,169,207.53
08/10/2014,238.745,39.42,100.02,172.68,213.31
09/10/2014,239.135,37.205,98.8,171,213.33
10/10/2014,241.2,42.915,102.7,173.01,216.21
13/10/2014,243.56,42.5,104.51,175.67,218.53
14/10/2014,248.225,41.64,105.955,174.51,221.755
15/10/2014,245.26,41.79,104.52,183.51,220.05
16/10/2014,251.065,47.5,109.51,176.01,226.53
17/10/2014,244.355,44.915,104.62,159.01,220.54
20/10/2014,236.125,43.085,100.32,152.405,212.275
21/10/2014,223.495,34.225,88.215,152.64,199.315
22/10/2014,221.05,35.5,88.51,153.225,197.03
23/10/2014,227.545,34.51,87.01,152.65,200.52
24/10/2014,229.99,28,88,153.02,202.41
27/10/2014,226.48,27.515,86.465,150.265,199.01
28/10/2014,219.94,26.54,83.445,145,192.605
29/10/2014,213.1,27.5,80.39,146,187.85
30/10/2014,219.545,29.5,81.51,146.5,197.03
31/10/2014,215.875,28.495,78.485,141.35,191.075
03/11/2014,216.115,28.55,78.59,141.5,191.275
04/11/2014,218.965,29.095,80.06,144,194.225
05/11/2014,217.71,28.92,79.515,143,192.99
06/11/2014,218.91,29.12,80.09,144,194.205
07/11/2014,220.505,29.42,80.875,145.31,195.795
10/11/2014,222.02,29.675,81.53,146.505,197.28
11/11/2014,218.7,29.145,80.115,143.93,194
12/11/2014,211.97,25.64,79.075,144,187.52
13/11/2014,214.335,27.03,79.005,141.67,189.06
14/11/2014,208.04,23.5,75,141.5,183.52
17/11/2014,206.185,23.25,74.215,140,181.705
18/11/2014,203.315,22.915,73.05,137.705,178.915
19/11/2014,204.715,23.09,73.64,138.82,180.265
20/11/2014,211.145,23.985,76.45,144.09,186.565
21/11/2014,207.15,23.43,74.775,140.91,182.715
24/11/2014,200.19,22.53,71.755,135.13,175.825
25/11/2014,203.625,22.94,73.275,138.005,179.24
26/11/2014,204.9,23.15,73.81,139,180.45
27/11/2014,202.11,22.795,72.62,136.715,177.725
28/11/2014,201.21,22.695,72.26,136,176.855
01/12/2014,207.505,23.53,75.065,141.305,183.165
02/12/2014,202.13,22.845,72.715,136.7,177.77
03/12/2014,201.975,22.825,72.735,136.74,177.665
04/12/2014,202.935,23,73.17,137.5,178.5
05/12/2014,201.78,22.835,72.63,136.5,177.415
08/12/2014,204.625,23.4,74.065,138.985,180.295
09/12/2014,208.105,23.785,75.575,141.825,183.68
10/12/2014,215.425,24.83,78.805,147.88,190.9
11/12/2014,213.345,24.545,77.855,146.14,188.855
12/12/2014,235.835,27.76,87.995,165.01,211.19
15/12/2014,249.5,29.795,94.235,176.66,224.86
16/12/2014,256.46,30.795,97.495,182.68,231.875
17/12/2014,228.48,26.745,84.585,158.475,203.675
18/12/2014,222.505,25.85,81.94,153.51,197.72
19/12/2014,218.22,25.38,80.155,150.01,193.53
22/12/2014,232.55,26.31,83.9,160.01,206.72
23/12/2014,229.31,25.875,82.515,157.33,203.505
24/12/2014,227.36,25.45,81.805,155.575,201.585
29/12/2014,226.66,25.375,81.55,155.01,200.895
30/12/2014,232.735,26.295,84.2,160.01,206.88
31/12/2014,230.415,31.875,86.78,157.01,199.805
02/01/2015,238.005,33.29,90.49,163.67,207.335
05/01/2015,245.025,34.415,93.7,169.51,214.14
06/01/2015,252.2,35.64,97.005,175.51,221.185
07/01/2015,244.195,34.195,93.115,168.565,213.2
08/01/2015,240.485,33.545,91.445,165.51,209.585
09/01/2015,248.7,34.975,95.335,172.51,217.69
12/01/2015,248.105,34.815,95.055,172,217.115
13/01/2015,244.08,34.09,93.105,168.51,213.085
14/01/2015,244.4,34.725,94.8,170.23,214
15/01/2015,242.84,34.685,94.87,169.51,212.65
16/01/2015,240.805,34.21,93.67,167.51,210.48
19/01/2015,247.115,35.395,96.92,173.135,216.845
20/01/2015,236.9,33.635,92.095,164.51,206.81
21/01/2015,227.355,31.97,87.56,156.36,197.41
22/01/2015,220.805,30.89,84.605,151,191.11
23/01/2015,217.695,30.365,83.17,148.395,188.05
26/01/2015,225.66,31.73,86.91,155.01,195.77
27/01/2015,226.395,31.82,87.285,155.68,196.525
28/01/2015,227.9,32.075,88.04,157,196.385
29/01/2015,226.31,31.705,87.145,155.5,196.385
30/01/2015,230.4,32.445,89.145,159,200.41
02/02/2015,226.96,31.78,87.44,156,196.975
03/02/2015,222.805,31.045,85.4,152.5,192.905
04/02/2015,226.065,31.705,87.2,155.5,196.24
05/02/2015,222.625,31.08,85.55,152.5,192.82
06/02/2015,222.47,31.095,85.6,152.5,192.735
09/02/2015,226.365,31.85,87.695,156,196.7
10/02/2015,226.125,31.845,87.66,155.8,196.495
11/02/2015,227.375,32.08,88.315,157,197.76
12/02/2015,222.655,31.255,86.09,153,193.135
13/02/2015,220.31,30.845,84.945,151,190.815
16/02/2015,216.68,30.2,83.355,148.105,187.355
17/02/2015,217.125,30.31,83.625,148.5,187.83
18/02/2015,214,29.865,82.2,146.01,184.825
20/02/2015,211.5,28.85,79.985,143.81,180.62
23/02/2015,209.73,28.545,79.185,142.325,178.88
24/02/2015,208.2,28.255,78.44,140.99,177.34
25/02/2015,215.385,25,75,140.5,181.765
26/02/2015,211.055,24.325,73.11,137,177.625
27/02/2015,205.46,23.55,70.755,132.5,172.24
02/03/2015,204.775,23.48,70.52,132,171.62
03/03/2015,209.575,24.104,72.685,136,176.3
04/03/2015,213.965,24.865,74.675,139.605,180.535
05/03/2015,211.905,24.53,73.815,138,178.61
06/03/2015,223.03,26.16,78.65,147.01,189.265
09/03/2015,224.56,26.385,79.53,148.5,190.905
10/03/2015,239,28.425,85.765,160.1,204.74
11/03/2015,237.7,28.22,85.165,159.06,203.435
12/03/2015,229.18,26.985,81.41,152,195.17
13/03/2015,236.115,28.015,84.45,157.71,201.85
16/03/2015,235.895,27.955,84.4,157.51,201.615
17/03/2015,235.95,27.92,84.395,158.028,201.625
18/03/2015,226.255,26.505,80.105,149.51,192.24
19/03/2015,228.885,26.83,81.165,156.951,194.59
20/03/2015,235.645,27.905,82.05,155.723,200.305
23/03/2015,235.46,27.91,82.02,153.765,200.139
24/03/2015,224.04,36.325,87.01,153.764,191.455
25/03/2015,239.875,36.51,87.01,154.719,204.23
26/03/2015,240.665,36.7,87.485,159.976,240.665
27/03/2015,229.94,29,93.5,157.51,197.915
30/03/2015,220.81,27.63,89.05,153.472,189.105
31/03/2015,230.67,35.51,86.01,155.274,196.4
01/04/2015,236.695,36.56,88.76,160.666,202.26
02/04/2015,231.365,35.555,86.245,159.303,197.04
03/04/2015,231.77,35.55,86.065,156.549,197.195
06/04/2015,230.645,35.32,85.57,155.26,196.15
07/04/2015,227.64,34.765,84.28,152.254,193.33
08/04/2015,227.075,34.69,84.05,151.15,192.78
09/04/2015,221.84,34.51,87.01,151.148,189.155
10/04/2015,215.315,34.51,88,150.73,183.99
13/04/2015,218.67,35.085,89.705,151.531,187.24
14/04/2015,228.965,37.105,94.88,157.304,197.2
15/04/2015,226.63,36.53,93.665,157.256,194.905
16/04/2015,229.84,37.215,95.3,158.402,198.035
17/04/2015,233.025,37.785,96.98,163.084,201.195
20/04/2015,229.62,37.135,95.28,158.936,197.85
21/04/2015,227.12,36.615,94.03,158.362,195.42
22/04/2015,229.525,36.215,92.73,159.236,196.985
23/04/2015,229.985,36.345,93.075,160.238,197.515
24/04/2015,231.435,36.66,93.81,159.217,198.925
27/04/2015,231.775,36.68,93.97,161.509,199.235
28/04/2015,232.875,36.92,94.595,161.87,200.345
29/04/2015,237.37,37.835,97.005,164.656,204.84
30/04/2015,238.525,38.07,97.615,163.316,205.985
01/05/2015,236.8,37.79,96.77,164.217,204.275
04/05/2015,235.685,37.55,96.405,162.488,203.34
05/05/2015,238.17,38.045,97.73,163.04,205.82
06/05/2015,235.765,37.605,96.585,162.646,203.485
07/05/2015,240.88,38.675,99.3,165.065,208.595
08/05/2015,233.305,37.125,95.385,163.54,201.085
11/05/2015,234.555,37.35,99.025,165.746,202.325
12/05/2015,241.46,38.78,99.78,168.015,209.26
13/05/2015,224.84,39.25,101.01,167.189,197.775
14/05/2015,226.875,39.715,102.245,168.221,199.91
15/05/2015,222.01,38.655,99.5,167.736,194.99
18/05/2015,221.165,40.845,105.25,166,195
19/05/2015,219.06,39.89,103.47,164,192.925
20/05/2015,219.645,39.5,102.275,164,193.345
21/05/2015,214.22,38.275,99.14,159,187.875
22/05/2015,215.455,38.05,98.61,159.464,191.13
25/05/2015,217.89,38.625,100.145,160.495,193.625
26/05/2015,220.76,39.275,101.73,163,196.435
27/05/2015,230.675,44.665,97.69,164,202.49
28/05/2015,232.99,45.18,98.915,167.765,204.745
29/05/2015,234.43,45.18,99.5,167,205.855
01/06/2015,236.65,45.975,100.72,169,206.5
02/06/2015,235,45.6,99.93,167.63,206.51
03/06/2015,234.2,45.5,99.665,167.07,205.785
04/06/2015,241.94,47.425,103.87,174,213.565
05/06/2015,243.205,47.66,104.435,175,214.745
08/06/2015,248,48.895,107.225,179.5,219.7
09/06/2015,246.97,48.595,106.62,178.5,218.585
10/06/2015,243.965,47.94,105.175,176,215.695
11/06/2015,239.35,46.89,102.81,172,211.155
12/06/2015,242.335,42.495,104.24,174.465,213.985
15/06/2015,249.25,49.26,108.065,180.67,220.95
16/06/2015,248.355,48.985,107.46,179.735,219.96
17/06/2015,245.29,48.19,105.79,177,216.89
18/06/2015,236.56,46.13,101.32,169.5,208.345
19/06/2015,230.605,44.7,98.215,164.325,202.46
22/06/2015,237.17,46.25,99.62,168.165,207.99
23/06/2015,233.54,45.445,97.985,165.305,204.59
24/06/2015,237.265,46.36,99.925,168.5,208.245
25/06/2015,236.11,46.075,99.32,167.5,207.11
26/06/2015,238.75,46.72,100.72,169.84,209.75
29/06/2015,249.645,49.34,106.47,179.39,220.56
30/06/2015,242.825,47.58,102.76,173.285,213.71
01/07/2015,240.675,47.125,101.74,171.5,211.63
02/07/2015,237.685,46.435,100.315,168.382,208.76
03/07/2015,238.285,46.54,100.535,169.5,209.325
06/07/2015,244.005,47.92,103.565,174.5,215.005
07/07/2015,248.855,48.965,105.895,178.5,219.645
08/07/2015,257.53,51.04,110.375,186,228.195
09/07/2015,246.135,48.215,104.385,176,216.86
10/07/2015,234.76,45.725,98.89,166.5,205.915
13/07/2015,234.17,45.575,98.62,166,205.34
14/07/2015,235.18,45.86,99.27,167,206.41
15/07/2015,237.64,46.375,100.42,169,208.76
16/07/2015,235.295,45.81,99.235,167,206.465
17/07/2015,230.29,44.675,96.69,162.67,201.515
20/07/2015,227.15,43.93,95.13,160,198.455
21/07/2015,232.255,45.125,97.85,164.5,203.51
22/07/2015,237.58,46.265,100.27,168.695,208.49
23/07/2015,239.925,46.9,101.665,170.905,210.925
24/07/2015,249.5,49.18,106.73,179.5,219.975
27/07/2015,254.385,50.315,109.295,183.785,224.815
28/07/2015,252.795,49.975,108.45,182.355,223.225
29/07/2015,247.12,48.575,105.565,177.5,217.665
30/07/2015,252.76,49.95,108.575,183.764,223.305
31/07/2015,253.595,50.27,109.185,183.5,223.96
03/08/2015,260.48,51.835,112.735,189.5,230.745
04/08/2015,258.805,51.395,111.835,188,229.06
05/08/2015,256.375,59.9,110.725,186,226.745
06/08/2015,260.26,51.89,112.855,189.5,230.65
07/08/2015,261.83,52.22,113.645,190.855,232.185
10/08/2015,260.42,51.835,112.83,189.5,230.71
11/08/2015,273.255,55.005,119.72,200.94,243.53
12/08/2015,279.635,56.435,122.975,206.5,249.82
13/08/2015,273.41,54.96,119.74,201.035,243.65
14/08/2015,280.145,56.605,123.335,207,250.34
17/08/2015,281.695,56.97,124.27,208.5,251.945
18/08/2015,284.54,57.66,125.75,211,254.78
19/08/2015,297.96,60.99,132.965,223,268.19
20/08/2015,312.495,64.465,140.76,236.14,282.845
21/08/2015,318.765,65.94,143.945,241.535,288.96
24/08/2015,338.535,70.81,154.7,259.47,308.865
25/08/2015,319.095,65.945,144.125,241.82,289.27
26/08/2015,311.495,64.095,140.115,235,281.645
27/08/2015,295.17,88.75,151.735,225.93,265.265
28/08/2015,299.6,90.33,154.46,230,269.71
31/08/2015,302.79,91.53,156.54,233,272.915
01/09/2015,317.82,97.01,165.925,246.89,288.035
02/09/2015,313.205,95.155,162.89,242.5,283.32
03/09/2015,309.04,93.73,160.405,238.75,279.22
04/09/2015,315.24,95.95,164.26,244.5,285.455
07/09/2015,323.855,99.085,169.665,252.5,294.115
08/09/2015,315.99,96.23,164.755,245.16,286.185
09/09/2015,309.31,93.835,160.66,239,279.425
10/09/2015,311.845,94.79,162.325,241.5,282.12
11/09/2015,313.96,95.565,163.68,243.5,284.27
14/09/2015,312.34,94.99,162.71,242,282.615
15/09/2015,301.61,91.14,156.055,232.1,271.845
16/09/2015,294.855,88.735,152.03,226,265.115
17/09/2015,285.535,85.45,146.275,217.42,255.775
18/09/2015,283.345,84.48,144.72,215.27,253.475
21/09/2015,300.835,90.35,153.41,229.49,270.125
22/09/2015,317.775,96.485,163.85,245,287.08
23/09/2015,329.37,100.52,170.805,255.5,298.63
24/09/2015,340.87,104.785,177.985,266.1,310.2
25/09/2015,339.625,104.315,177.22,265,308.965
28/09/2015,355.765,110.2,187.32,280,325.25
29/09/2015,355.78,110.005,187.045,279.765,325.15
30/09/2015,357.47,91.93,166.97,270,321.48
01/10/2015,351.84,90.04,163.57,264.625,315.665
02/10/2015,347.64,88.85,161.4,261.025,311.56
05/10/2015,326.855,82.52,150.08,242.75,291.1
06/10/2015,325.155,82.015,149.135,241.16,289.345
07/10/2015,313.755,78.575,142.85,231,278.025
08/10/2015,309.575,77.36,140.675,227.42,273.96
09/10/2015,301.05,74.87,136.115,220,265.595
12/10/2015,299.415,74.315,135.205,218.525,263.93
13/10/2015,312.425,78.18,142.31,230,276.77
14/10/2015,309.675,77.36,140.835,227.63,274.09
15/10/2015,293.945,72.455,131.99,213.5,258.395
16/10/2015,293.875,72.49,132.025,213.5,258.38
19/10/2015,289.87,71.36,130.005,210.13,254.53
20/10/2015,305.79,76.045,138.585,224,270.125
21/10/2015,308.92,77.085,140.5,227,273.36
22/10/2015,296.025,73.115,133.25,215.355,260.46
23/10/2015,284.015,69.54,126.835,205,248.735
26/10/2015,290.735,71.655,130.655,211,255.39
27/10/2015,299.675,74.255,135.465,218.81,264.175
28/10/2015,296.035,73.12,133.38,215.48,260.54
29/10/2015,309.635,77.355,141.085,227.73,274.095
30/10/2015,302.065,75.09,136.925,221,266.585
02/11/2015,298.205,73.89,134.82,217.6,262.76
03/11/2015,290.675,71.665,130.765,211,255.36
04/11/2015,288.775,71.12,129.78,209.405,253.535
05/11/2015,294.105,72.735,132.705,214.07,258.77
06/11/2015,298.87,74.215,135.435,218.415,263.57
09/11/2015,300.87,74.91,136.72,220.315,265.6
10/11/2015,299.34,74.475,135.955,219.075,264.17
11/11/2015,293.515,72.69,132.74,213.92,258.4
12/11/2015,299.66,74.62,136.21,219.445,264.56
13/11/2015,304.655,76.04,138.865,223.735,269.385
16/11/2015,301.87,75.135,137.285,221.593,266.6
17/11/2015,297.595,73.87,134.985,215.824,262.405
18/11/2015,289.7,71.5,130.645,213.019,254.58
19/11/2015,292.95,72.445,132.39,213.614,257.74
20/11/2015,293.24,72.47,132.47,212.661,257.985
23/11/2015,298.835,74.165,135.615,215.954,263.545
24/11/2015,308.395,77.085,140.94,220.712,273.03
25/11/2015,303.395,75.495,138.12,221.973,267.995
26/11/2015,299.9,74.475,136.28,220.624,264.63
27/11/2015,300,74.5,136.25,222.266,264.625
30/11/2015,303.39,75.55,137.17,222.572,268.03
01/12/2015,300.055,74.52,136.25,222.668,264.655
02/12/2015,302.55,75.21,137.55,223.5,267.06
03/12/2015,308.915,77.225,141.205,229.33,273.47
04/12/2015,306.085,76.49,139.905,227.09,270.84
07/12/2015,308.78,77.255,141.37,229.44,273.455
08/12/2015,314.575,78.98,144.61,234.72,279.265
09/12/2015,316.27,79.485,145.505,236.13,280.86
10/12/2015,328.655,83.29,152.42,247.32,293.23
11/12/2015,349.075,89.565,163.995,266,313.69
14/12/2015,338.155,86.125,157.785,256,302.73
15/12/2015,324.965,82.12,150.415,244,289.52
16/12/2015,317.1,79.795,146.145,237,281.75
17/12/2015,316.335,79.65,145.89,236.5,281.11
18/12/2015,322.695,81.46,149.25,242,287.27
21/12/2015,323.925,81.96,150.145,243.3,288.615
22/12/2015,321.3,81.14,148.63,240.87,285.95
23/12/2015,318.015,80.19,146.9,238,282.735
24/12/2015,317.5,80.04,146.375,237.26,282.015
25/12/2015,315.055,78.995,144.46,234.26,279.43
28/12/2015,312.615,78.495,142.775,231.29,276.915
29/12/2015,313.48,78.445,142.75,232.06,278.725
30/12/2015,310.985,77.805,141.55,230,278.725
31/12/2015,314.34,78.8,143.405,233,278.725
01/01/2016,314.275,78.97,143.49,233.085,278.765
04/01/2016,327.455,83.02,150.9,245,291.92
05/01/2016,316.865,79.705,144.9,235.385,281.31
06/01/2016,324.26,81.93,148.975,242,288.645
