tanggal_lelang_pricing,tanggal_setelmen,metode,seri,code,jatuh_tempo,kupon_imbalan,lowest_incoming_yield_price,way_incoming,highest_incoming_yield_price,lowest_awarded_yield_price,way_awarded,highest_awarded_yield_price,target_penerbitan,total_penawaran,jumlah_penawaran_per_lelang,total_penawaran_memenuhi_benchmark,jumlah_penawaran_memenuhi_benchmark_per_lelang,total_penawaran_diterima,jumlah_penawaran_diterima_per_lelang,bid_to_cover_ratio,owners_estimate,tenor,,
2020-03-17,2020-03-19,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0774,0.0838058,0.085,0.0774,,,15000000,755500,51307800,100000,25980000,,17050000,2.461075268817204,0.0785,28.15953932,,
2020-03-31,2020-04-02,Lelang,SPN12200703,spn03m,2020-07-03,Diskonto,0.0245,0.0268382,0.0295,0.0245,0.025,0.0255,15000000,2590000,33515000,400000,24014285,320000,22220000,8.09375,0.0255,0.256830601,,
2020-03-31,2020-04-02,Lelang,SPN12210401,spn12m,2021-04-01,Diskonto,0.0335,0.0347237,0.0355,0.0335,0.0344907,0.0351,15000000,7600000,33515000,4350000,24014285,4300000,22220000,1.7674418604651163,0.0345,1.001367989,,
2020-03-31,2020-04-02,Lelang,FR0081,bm05,2025-06-15,0.065,0.0711,0.0717712,0.0755,0.0711,0.0715431,0.0723,15000000,9463000,33515000,9294285,24014285,8000000,22220000,1.182875,0.0723,5.20620438,,
2020-03-31,2020-04-02,Lelang,FR0082,bm10,2030-09-15,0.07,0.0778,0.0786262,0.0827,0.0778,0.0782987,0.079,15000000,8514500,33515000,6350000,24014285,6350000,22220000,1.3408661417322834,0.0783,10.45793927,,
2020-03-31,2020-04-02,Lelang,FR0080,bm15,2035-06-15,0.075,0.0817,0.0827368,0.0853,0.0817,0.0822995,0.0826,15000000,3595800,33515000,2400000,24014285,2400000,22220000,1.49825,0.0823,15.20602327,,
2020-03-31,2020-04-02,Lelang,FR0083,bm20,2040-04-15,0.075,0.0827,0.0837545,0.0865,0.0827,0.0833942,0.0835,15000000,1486900,33515000,1150000,24014285,850000,22220000,1.7492941176470589,0.0835,20.03910833,,
2020-03-31,2020-04-02,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0834,0.0872497,0.0895,0.0834,,,15000000,264800,33515000,70000,24014285,,22220000,2.461075268817204,0.0845,28.12121212,,
2020-04-14,2020-04-16,Lelang,SPN03200715,spn03m,2020-07-15,Diskonto,0.025,0.0256053,0.026,0.025,0.0256053,0.026,20000000,2190000,27653200,380000,20780000,380000,16880000,5.7631578947368425,0.026,0.25136612,,
2020-04-14,2020-04-16,Lelang,SPN12210401,spn12m,2021-04-01,Diskonto,0.035,0.0356667,0.036,0.035,0.0356667,0.036,20000000,3200000,27653200,300000,20780000,300000,16880000,10.666666666666666,0.036,0.964383562,,
2020-04-14,2020-04-16,Lelang,FR0081,bm05,2025-06-15,0.065,0.0744,0.0759167,0.0785,0.0744,0.0754357,0.0759,20000000,5948800,27653200,5900000,20780000,4150000,16880000,1.433445783,0.0759,5.167883212,,
2020-04-14,2020-04-16,Lelang,FR0082,bm10,2030-09-15,0.07,0.0789,0.0800372,0.0825,0.0789,0.0796153,0.08,20000000,9512100,27653200,9400000,20780000,8000000,16880000,1.1890125,0.08,10.41961175,,
2020-04-14,2020-04-16,Lelang,FR0080,bm15,2035-06-15,0.075,0.0815,0.0841659,0.0875,0.0815,0.0821149,0.0825,20000000,4065400,27653200,2700000,20780000,2000000,16880000,2.0327,0.0825,15.16769336,,
2020-04-14,2020-04-16,Lelang,FR0083,bm20,2040-04-15,0.075,0.082,0.08329,0.084,0.082,0.0831954,0.0835,20000000,1950900,27653200,1600000,20780000,1600000,16880000,1.2193125,0.0832,20.00078217,,
2020-04-14,2020-04-16,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0833,0.0844817,0.09,0.0833,0.0842003,0.0845,20000000,786000,27653200,500000,20780000,450000,16880000,1.7466666666666666,0.0843,28.08288492,,
2020-04-28,2020-04-30,Lelang,SPN03200729,spn03m,2020-07-29,Diskonto,0.035,0.035,0.035,0.035,0.035,0.035,20000000,250000,44399000,200000,18230000,200000,16620000,1.25,0.035,0.25136612,,
2020-04-28,2020-04-30,Lelang,SPN12210429,spn12m,2021-04-29,Diskonto,0.0354,0.0374909,0.04,0.0354,0.0354,0.0354,20000000,260000,44399000,130000,18230000,120000,16620000,2.1666666666666665,0.036,1.001367989,,
2020-04-28,2020-04-30,Lelang,FR0081,bm05,2025-06-15,0.065,0.0744,0.0791054,0.085,0.0744,0.0756999,0.0763,20000000,17075500,44399000,9000000,18230000,9000000,16620000,1.8972777777777776,0.0757,5.129562044,,
2020-04-28,2020-04-30,Lelang,FR0082,bm10,2030-09-15,0.07,0.08,0.085588,0.09,0.08,0.0808607,0.0812,20000000,12431000,44399000,6700000,18230000,5200000,16620000,2.390576923076923,0.0812,10.38128422,,
2020-04-28,2020-04-30,Lelang,FR0080,bm15,2035-06-15,0.075,0.0798,0.0876958,0.09,0.0798,0.0812576,0.0816,20000000,5492900,44399000,750000,18230000,700000,16620000,7.847,0.0813,15.12936345,,
2020-04-28,2020-04-30,Lelang,FR0083,bm20,2040-04-15,0.075,0.0802,0.0911801,0.095,0.0802,0.0816479,0.0822,20000000,6229800,44399000,1150000,18230000,1100000,16620000,5.663454545454545,0.0817,19.962456,,
2020-04-28,2020-04-30,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0797,0.0838751,0.087,0.0797,0.0824104,0.083,20000000,2659800,44399000,300000,18230000,300000,16620000,8.866,0.0825,28.04455773,,
2020-05-12,2020-05-14,Lelang,SPN12200814,spn03m,2020-08-14,Diskonto,0.0345,0.0351935,0.037,0.0345,0.03489,0.035,20000000,920000,73745500,850000,28550000,800000,20000000,1.15,0.035,0.256830601,,
2020-05-12,2020-05-14,Lelang,SPN12210429,spn12m,2021-04-29,Diskonto,0.0375,0.0386667,0.04,0.0375,0.0386667,0.04,20000000,150000,73745500,150000,28550000,150000,20000000,1,0.039,0.964383562,,
2020-05-12,2020-05-14,Lelang,FR0081,bm05,2025-06-15,0.065,0.0737,0.0770639,0.085,0.0737,0.074829,0.075,20000000,29800300,73745500,12200000,28550000,9300000,20000000,3.204333333333333,0.0749,5.091240876,,
2020-05-12,2020-05-14,Lelang,FR0082,bm10,2030-09-15,0.07,0.08,0.0828604,0.09,0.08,0.0807368,0.0809,20000000,30413000,73745500,12050000,28550000,7300000,20000000,4.166164383561644,0.0809,10.34295669,,
2020-05-12,2020-05-14,Lelang,FR0080,bm15,2035-06-15,0.075,0.0817,0.0850765,0.0925,0.0817,0.0828463,0.083,20000000,5025200,73745500,2100000,28550000,1300000,20000000,3.8655384615384616,0.083,15.09103354,,
2020-05-12,2020-05-14,Lelang,FR0083,bm20,2040-04-15,0.075,0.0821,0.0867045,0.094,0.0821,0.0831748,0.084,20000000,4027500,73745500,750000,28550000,750000,20000000,5.37,0.0832,19.92412984,,
2020-05-12,2020-05-14,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0824,0.0887395,0.095,0.0824,0.0837802,0.0845,20000000,3409500,73745500,450000,28550000,400000,20000000,8.52375,0.084,28.00623053,,
2020-06-02,2020-06-04,Lelang,SPN03200903,spn03m,2020-09-03,Diskonto,0.0325,0.0325,0.0325,0.0325,0.0325,0.0325,20000000,150000,105271600,150000,43400000,150000,24350000,1,0.0325,0.254098361,,
2020-06-02,2020-06-04,Lelang,SPN12210603,spn12m,2021-06-03,Diskonto,0.0375,0.0395,0.04,0.0375,0.0375,0.0375,20000000,1500000,105271600,200000,43400000,200000,24350000,7.5,0.0375,1.001367989,,
2020-06-02,2020-06-04,Lelang,FR0081,bm05,2025-06-15,0.065,0.0655,0.0672403,0.074,0.0655,0.066315,0.0665,20000000,25150000,105271600,13700000,43400000,7900000,24350000,3.1835443037974684,0.0665,5.033759124,,
2020-06-02,2020-06-04,Lelang,FR0082,bm10,2030-09-15,0.07,0.0715,0.0733982,0.08,0.0715,0.0720091,0.0722,20000000,44843000,105271600,15900000,43400000,8000000,24350000,5.605375,0.0722,10.28546541,,
2020-06-02,2020-06-04,Lelang,FR0080,bm15,2035-06-15,0.075,0.0765,0.0785214,0.0825,0.0765,0.0766831,0.0768,20000000,15558500,105271600,7050000,43400000,4300000,24350000,3.618255813953488,0.0768,15.03353867,,
2020-06-02,2020-06-04,Lelang,FR0083,bm20,2040-04-15,0.075,0.077,0.0782143,0.083,0.077,0.0770979,0.0772,20000000,10672500,105271600,3650000,43400000,2150000,24350000,4.963953488372093,0.0772,19.86664059,,
2020-06-02,2020-06-04,Lelang,FR0076,bm30,2048-05-15,0.07375,0.079,0.0801899,0.084,0.079,0.0792171,0.0793,20000000,7397600,105271600,2750000,43400000,1650000,24350000,4.483393939393939,0.0793,27.94873973,,
2020-06-16,2020-06-18,Lelang,SPN03200917,spn03m,2020-09-03,Diskonto,,,,,,,20000000,0,84822800,0,45900000,,20500000,4.483393939393939,0.032,0.215846995,,
2020-06-16,2020-06-18,Lelang,SPN12210304,spn12m,2021-06-03,Diskonto,0.037,0.0373125,0.0375,0.037,0.0373125,0.0375,20000000,860000,84822800,320000,45900000,320000,20500000,2.6875,0.0374,0.964383562,,
2020-06-16,2020-06-18,Lelang,FR0081,bm05,2025-06-15,0.065,0.0661,0.0676657,0.0725,0.0661,0.066793,0.0673,20000000,30909000,84822800,17880000,45900000,6630000,20500000,4.661990950226245,0.0673,4.995437956,,
2020-06-16,2020-06-18,Lelang,FR0082,bm10,2030-09-15,0.07,0.0706,0.0724911,0.078,0.0706,0.0711346,0.0714,20000000,36307000,84822800,17350000,45900000,6850000,20500000,5.300291971,0.0714,10.24713788,,
2020-06-16,2020-06-18,Lelang,FR0080,bm15,2035-06-15,0.075,0.0758,0.0772286,0.0825,0.0758,0.0763638,0.0765,20000000,7660600,84822800,5200000,45900000,3150000,20500000,2.431936507936508,0.0765,14.99520876,,
2020-06-16,2020-06-18,Lelang,FR0083,bm20,2040-04-15,0.075,0.076,0.0768209,0.0795,0.076,0.0764809,0.0766,20000000,5480900,84822800,3750000,45900000,2150000,20500000,2.549255813953488,0.0766,19.82831443,,
2020-06-16,2020-06-18,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0748,0.0780697,0.0805,0.0748,0.0776979,0.078,20000000,3605300,84822800,1400000,45900000,1400000,20500000,2.575214285714286,0.0777,27.91041254,,
2020-06-30,2020-07-02,Lelang,SPN03201001,spn03m,2020-10-01,Diskonto,,,,,,,20000000,0,72032600,0,35530000,,20500000,2.575214285714286,0,0.254098361,,
2020-06-30,2020-07-02,Lelang,SPN12210701,spn12m,2021-07-01,Diskonto,0.0375,0.0382288,0.0395,0.0375,0.0376688,0.038,20000000,1100000,72032600,850000,35530000,640000,20500000,1.71875,0.038,1.001367989,,
2020-06-30,2020-07-02,Lelang,FR0081,bm05,2025-06-15,0.065,0.0647,0.0655464,0.0675,0.0647,0.0651062,0.0652,20000000,27944000,72032600,13700000,35530000,7400000,20500000,3.776216216216216,0.0652,4.957116788,,
2020-06-30,2020-07-02,Lelang,FR0082,bm10,2030-09-15,0.07,0.0713,0.0724838,0.075,0.0713,0.0718933,0.072,20000000,23473100,72032600,10230000,35530000,5410000,20500000,4.338835489833642,0.072,10.20881035,,
2020-06-30,2020-07-02,Lelang,FR0080,bm15,2035-06-15,0.075,0.0753,0.0763854,0.0772,0.0753,0.0761908,0.0763,20000000,8687600,72032600,5700000,35530000,3050000,20500000,2.848393442622951,0.0763,14.95687885,,
2020-06-30,2020-07-02,Lelang,FR0083,bm20,2040-04-15,0.075,0.0757,0.0766373,0.0779,0.0757,0.0763903,0.0765,20000000,5029800,72032600,3300000,35530000,2250000,20500000,2.2354666666666665,0.0765,19.78998827,,
2020-06-30,2020-07-02,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0766,0.0777453,0.0786,0.0766,0.0775,0.0776,20000000,5798100,72032600,1750000,35530000,1750000,20500000,3.3132,0.0775,27.87208534,,
2020-07-14,2020-07-16,Lelang,SPN03201015,spn03m,2020-10-15,Diskonto,0.038,0.038,0.038,,,,20000000,300000,61162700,0,33926428,0,22000000,0,0.0365,0.254098361,,
2020-07-14,2020-07-16,Lelang,SPN12210429,spn12m,2021-04-29,Diskonto,0.0385,0.0390938,0.04,,,,20000000,1750000,61162700,0,33926428,0,22000000,0,0.038,0.791780822,,
2020-07-14,2020-07-16,Lelang,FR0081,bm05,2025-06-15,0.065,0.0625,0.0632985,0.065,0.0625,0.0628603,0.063,20000000,25106000,61162700,14300000,33926428,8050000,22000000,3.118757763975155,0.063,4.91879562,,
2020-07-14,2020-07-16,Lelang,FR0082,bm10,2030-09-15,0.07,0.07,0.0707948,0.072,0.07,0.0704768,0.0707,20000000,15489000,61162700,7500000,33926428,6750000,22000000,2.294666666666666,0.0705,10.17048283,,
2020-07-14,2020-07-16,Lelang,FR0080,bm15,2035-06-15,0.075,0.0751,0.0756324,0.0767,0.0751,0.0754382,0.0756,20000000,9037100,61162700,6950000,33926428,3700000,22000000,2.442459459,0.0756,14.91854894,,
2020-07-14,2020-07-16,Lelang,FR0083,bm20,2040-04-15,0.075,0.0752,0.0757749,0.079,0.0752,0.0756444,0.0758,20000000,5469500,61162700,3076428,33926428,2050000,22000000,2.668048780487805,0.0758,19.7516621,,
2020-07-14,2020-07-16,Lelang,FR0076,bm30,2048-05-15,0.07375,0.076,0.0766151,0.0785,0.076,0.0763939,0.0765,20000000,4011100,61162700,2100000,33926428,1450000,22000000,2.7662758620689654,0.0765,27.83375814,,
2020-07-28,2020-07-30,Lelang,SPN03201029,spn03m,2020-10-29,Diskonto,0.0343,0.0348286,0.035,0.0343,0.0348286,0.035,20000000,800000,72780600,280000,37220000,280000,22000000,0,0.035,0.254098361,,
2020-07-28,2020-07-30,Lelang,SPN12210429,spn12m,2021-04-29,Diskonto,0.037,0.0380914,0.04,0.037,0.037444,0.0378,20000000,3440000,72780600,3300000,37220000,1000000,22000000,0,0.038,0.753424658,,
2020-07-28,2020-07-30,Lelang,FR0081,bm05,2025-06-15,0.065,0.0593,0.0596887,0.061,0.0593,0.0594407,0.0596,20000000,17479000,72780600,14690000,37220000,7220000,22000000,2.420914127423823,0.0596,4.880474453,,
2020-07-28,2020-07-30,Lelang,FR0082,bm10,2030-09-15,0.07,0.0679,0.0683776,0.0695,0.0679,0.0681,0.0682,20000000,21355000,72780600,4750000,37220000,4750000,22000000,4.495789474,0.0681,10.1321553,,
2020-07-28,2020-07-30,Lelang,FR0080,bm15,2035-06-15,0.075,0.0726,0.0730081,0.0743,0.0726,0.0728099,0.0729,20000000,10288900,72780600,5800000,37220000,3450000,22000000,2.982289855072464,0.0729,14.88021903,,
2020-07-28,2020-07-30,Lelang,FR0083,bm20,2040-04-15,0.075,0.0738,0.0741535,0.075,0.0738,0.0740073,0.0741,20000000,8090900,72780600,4500000,37220000,2600000,22000000,3.111884615384616,0.0741,19.71333594,,
2020-07-28,2020-07-30,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0742,0.0748736,0.076,0.0742,0.0745291,0.0746,20000000,11326800,72780600,3900000,37220000,2700000,22000000,4.195111111111111,0.0746,27.79543094,,
2020-08-11,2020-08-13,Lelang,SPN03201112,spn03m,2020-11-11,Diskonto,0.0325,0.0347455,0.0357,0.0325,0.0325,0.0325,20000000,3260000,106008700,400000,33900000,300000,22000000,10.866666666666667,0.033,0.25136612,,
2020-08-11,2020-08-13,Lelang,SPN12210812,spn12m,2021-08-12,Diskonto,0.036,0.0376393,0.0404,0.036,0.036,0.036,20000000,8980000,106008700,4200000,33900000,1000000,22000000,8.98,0.0365,1.001367989,,
2020-08-11,2020-08-13,Lelang,FR0086,bm05,2026-04-15,0.055,0.0581,0.0587132,0.061,0.0581,0.0582712,0.0584,20000000,42908300,106008700,15350000,33900000,7550000,22000000,5.683218543046357,0.0584,5.675009777,,
2020-08-11,2020-08-13,Lelang,FR0087,bm10,2031-02-15,0.065,0.0671,0.0680265,0.0733,0.0671,0.0675991,0.0678,20000000,29615300,106008700,6900000,33900000,6900000,22000000,4.292072463768116,0.0676,10.51334702,,
2020-08-11,2020-08-13,Lelang,FR0080,bm15,2035-06-15,0.075,0.072,0.0724984,0.0738,0.072,0.0722988,0.0724,20000000,7049400,106008700,2300000,33900000,2300000,22000000,3.0649565217391306,0.0723,14.84188912,,
2020-08-11,2020-08-13,Lelang,FR0083,bm20,2040-04-15,0.075,0.0733,0.0738873,0.0745,0.0733,0.0736981,0.0738,20000000,6388600,106008700,2150000,33900000,2150000,22000000,2.9714418604651165,0.0737,19.67500978,,
2020-08-11,2020-08-13,Lelang,FR0076,bm30,2048-05-15,0.07375,0.074,0.0744134,0.0752,0.074,0.0742014,0.0743,20000000,7807100,106008700,2600000,33900000,1800000,22000000,4.337277777777778,0.0743,27.75710375,,
2020-08-25,2020-08-27,Lelang,SPN03201126,spn03m,2020-11-26,Diskonto,0.0318,0.0329833,0.05,0.0318,0.032112,0.0325,20000000,4105000,78349000,2500000,37650000,1000000,22000000,4.105,0.0325,0.254098361,,
2020-08-25,2020-08-27,Lelang,SPN12210603,spn12m,2021-06-03,Diskonto,0.0345,0.0353029,0.036,0.0345,0.03476,0.035,20000000,8280000,78349000,1200000,37650000,1000000,22000000,8.28,0.0348,0.77260274,,
2020-08-25,2020-08-27,Lelang,FR0086,bm05,2026-04-15,0.055,0.0539,0.0545872,0.056,0.0539,0.0541474,0.0545,20000000,30003900,78349000,21300000,37650000,8200000,22000000,3.659012195121951,0.0545,5.636683614,,
2020-08-25,2020-08-27,Lelang,FR0087,bm10,2031-02-15,0.065,0.0639,0.065006,0.066,0.0639,0.0646927,0.0651,20000000,15125400,78349000,5300000,37650000,5250000,22000000,2.881028571428572,0.0647,10.47501711,,
2020-08-25,2020-08-27,Lelang,FR0080,bm15,2035-06-15,0.075,0.0715,0.0724252,0.0732,0.0715,0.0721965,0.0723,20000000,4872800,78349000,850000,37650000,850000,22000000,5.732705882352941,0.0722,14.80355921,,
2020-08-25,2020-08-27,Lelang,FR0083,bm20,2040-04-15,0.075,0.0725,0.0729828,0.0738,0.0725,0.0727987,0.073,20000000,7022400,78349000,1800000,37650000,1800000,22000000,3.9013333333333335,0.0728,19.63668361,,
2020-08-25,2020-08-27,Lelang,FR0076,bm30,2048-05-15,0.07375,0.073,0.0735074,0.0746,0.073,0.0734496,0.0735,20000000,8939500,78349000,4700000,37650000,3900000,22000000,2.2921794871794874,0.0735,27.71877655,,
2020-09-08,2020-09-10,Lelang,SPN03201209,spn03m,2020-12-09,Diskonto,0.0309,0.0332016,0.0349,0.0309,0.031562,0.032,20000000,2600000,52263500,2350000,38453000,1000000,22000000,2.6,0.033,0.25136612,,
2020-09-08,2020-09-10,Lelang,SPN12210909,spn12m,2021-09-09,Diskonto,0.034,0.0357916,0.0421,0.034,0.034,0.034,20000000,7580000,52263500,6450000,38453000,2000000,22000000,3.79,0.035,1.001367989,,
2020-09-08,2020-09-10,Lelang,FR0086,bm05,2026-04-15,0.055,0.0538,0.0544129,0.0551,0.0538,0.0541915,0.0544,20000000,12683000,52263500,12683000,38453000,7600000,22000000,1.668815789473684,0.0547,5.59835745,,
2020-09-08,2020-09-10,Lelang,FR0087,bm10,2031-02-15,0.065,0.067,0.0675195,0.07,0.067,0.0673588,0.0675,20000000,12208000,52263500,11250000,38453000,7350000,22000000,1.660952380952381,0.0675,10.4366872,,
2020-09-08,2020-09-10,Lelang,FR0080,bm15,2035-06-15,0.075,0.0735,0.0740048,0.0748,0.0735,0.0738385,0.0739,20000000,7875400,52263500,4100000,38453000,2550000,22000000,3.0883921568627453,0.0739,14.7652293,,
2020-09-08,2020-09-10,Lelang,FR0083,bm20,2040-04-15,0.075,0.074,0.0742902,0.075,0.074,0.0741964,0.0742,20000000,4354800,52263500,1550000,38453000,1500000,22000000,2.9032,0.0742,19.59835745,,
2020-09-08,2020-09-10,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0742,0.0748887,0.0755,,,,20000000,4962300,52263500,70000,38453000,,22000000,2.461075268817204,0.0744,27.68044935,,
2020-09-22,2020-09-24,Lelang,SPN03201223,spn03m,2020-12-23,Diskonto,0.03,0.0311879,0.033,0.03,0.0303691,0.0306,20000000,2270000,46119500,2050000,23050000,1000000,22000000,2.27,0.031,0.25136612,,
2020-09-22,2020-09-24,Lelang,SPN12210701,spn12m,2021-07-01,Diskonto,0.0328,0.0333356,0.035,0.0328,0.0329943,0.0334,20000000,5900000,46119500,2100000,23050000,2100000,22000000,2.8095238095238093,0.033,0.77260274,,
2020-09-22,2020-09-24,Lelang,FR0086,bm05,2026-04-15,0.055,0.0548,0.0553805,0.0565,0.0548,0.0551966,0.0554,20000000,4597000,46119500,3200000,23050000,3200000,22000000,1.4365625,0.0552,5.560031287,,
2020-09-22,2020-09-24,Lelang,FR0087,bm10,2031-02-15,0.065,0.0674,0.0682379,0.0691,0.0674,0.0679999,0.0682,20000000,12792000,46119500,5950000,23050000,5950000,22000000,2.149915966386555,0.068,10.39835729,,
2020-09-22,2020-09-24,Lelang,FR0080,bm15,2035-06-15,0.075,0.073,0.0738053,0.0755,0.073,0.0735995,0.0739,20000000,10362800,46119500,6650000,23050000,6650000,22000000,1.5583157894736843,0.0736,14.72689938,,
2020-09-22,2020-09-24,Lelang,FR0083,bm20,2040-04-15,0.075,0.0739,0.0741848,0.0754,0.0739,0.0740996,0.0742,20000000,6278100,46119500,2600000,23050000,2600000,22000000,2.414653846153846,0.0741,19.56003129,,
2020-09-22,2020-09-24,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0739,0.0743271,0.0752,0.0739,0.074199,0.0743,20000000,3919600,46119500,500000,23050000,500000,22000000,7.8392,0.0742,27.64212216,,
2020-10-06,2020-10-08,Lelang,SPN12210108,spn03m,2021-01-08,Diskonto,0.03,0.0311879,0.0315,0.03,0.0301462,0.0303,20000000,2670000,49474700,2450000,27250000,2050000,26100000,1.302439024390244,0.0303,0.257534247,,
2020-10-06,2020-10-08,Lelang,SPN12211007,spn12m,2021-10-07,Diskonto,0.0321,0.0333356,0.0345,0.0321,0.033,0.0335,20000000,5700000,49474700,2900000,27250000,2900000,26100000,1.9655172413793105,0.033,1.001367989,,
2020-10-06,2020-10-08,Lelang,FR0086,bm05,2026-04-15,0.055,0.0564,0.0553805,0.059,0.0564,0.056693,0.0569,20000000,4149000,49474700,2250000,27250000,2200000,26100000,1.885909090909091,0.0567,5.521705123,,
2020-10-06,2020-10-08,Lelang,FR0087,bm10,2031-02-15,0.065,0.0679,6.823790000000001e-07,0.0695,0.0679,0.0681997,0.0684,20000000,15436200,49474700,10100000,27250000,10100000,26100000,1.5283366336633664,0.0682,10.36002738,,
2020-10-06,2020-10-08,Lelang,FR0080,bm15,2035-06-15,0.075,0.0734,0.0738053,0.0755,0.0734,0.0738999,0.074,20000000,10346300,49474700,5300000,27250000,5300000,26100000,1.9521320754716984,0.0739,14.68856947,,
2020-10-06,2020-10-08,Lelang,FR0083,bm20,2040-04-15,0.075,0.038,0.0741848,0.0754,0.038,0.0739772,0.0742,20000000,6270600,49474700,2450000,27250000,2300000,26100000,2.7263478260869567,0.074,19.52170512,,
2020-10-06,2020-10-08,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0741,0.0743271,0.0772,0.0741,0.0741911,0.0743,20000000,4902600,49474700,1800000,27250000,1250000,26100000,3.92208,0.0743,27.60379496,,
2020-10-20,2020-10-22,Lelang,SPN03210121,spn03m,2021-01-21,Diskonto,0.029,0.0300153,0.031,0.029,0.0298,0.03,20000000,2740000,83024700,2700000,47550000,2250000,32750000,1.2177777777777778,0.03,0.254794521,,
2020-10-20,2020-10-22,Lelang,SPN12210701,spn12m,2021-07-01,Diskonto,0.0318,0.0327786,0.0335,0.0318,0.0324533,0.0332,20000000,3410000,83024700,1850000,47550000,1800000,32750000,1.8944444444444444,0.0325,0.695890411,,
2020-10-20,2020-10-22,Lelang,FR0086,bm05,2026-04-15,0.055,0.0552,0.0555327,0.0574,0.0552,0.0553521,0.0554,20000000,13309000,83024700,9200000,47550000,6850000,32750000,1.942919708029197,0.0554,5.48337896,,
2020-10-20,2020-10-22,Lelang,FR0087,bm10,2031-02-15,0.065,0.0665,0.0671563,0.0683,0.0665,0.0669131,0.067,20000000,25314500,83024700,13550000,47550000,8150000,32750000,3.1060736196319016,0.067,10.32169747,,
2020-10-20,2020-10-22,Lelang,FR0080,bm15,2035-06-15,0.075,0.0722,0.0727495,0.0748,0.0722,0.0725317,0.0726,20000000,21241400,83024700,13600000,47550000,8350000,32750000,2.543880239520958,0.0726,14.65023956,,
2020-10-20,2020-10-22,Lelang,FR0083,bm20,2040-04-15,0.075,0.0724,0.0730772,0.0737,0.0724,0.0726962,0.073,20000000,9079800,83024700,2850000,47550000,2850000,32750000,3.1858947368421053,0.0727,19.48337896,,
2020-10-20,2020-10-22,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0731,0.0735472,0.0745,0.0731,0.0732987,0.0734,20000000,7930000,83024700,3800000,47550000,2500000,32750000,3.172,0.0734,27.56546776,,
2020-11-03,2020-11-05,Lelang,SPN12210205,spn03m,2021-02-05,Diskonto,0.0295,0.0303447,0.0325,0.0295,0.0297933,0.0305,20000000,1895000,66268400,1650000,36950000,1500000,29500000,1.2633333333333334,0.03,0.257534247,,
2020-11-03,2020-11-05,Lelang,SPN12211104,spn12m,2021-11-04,Diskonto,0.0322,0.0329538,0.0335,0.0322,0.0325,0.0329,20000000,2660000,66268400,1050000,36950000,1050000,29500000,2.533333333333333,0.0325,1.001367989,,
2020-11-03,2020-11-05,Lelang,FR0086,bm05,2026-04-15,0.055,0.0548,0.0556984,0.057,0.0548,0.0552459,0.0555,20000000,12547000,66268400,8750000,36950000,4800000,29500000,2.613958333333333,0.0555,5.445052796,,
2020-11-03,2020-11-05,Lelang,FR0087,bm10,2031-02-15,0.065,0.0655,0.0661637,0.0675,0.0655,0.0658591,0.066,20000000,19458300,66268400,9550000,36950000,7150000,29500000,2.7214405594405595,0.0659,10.28336756,,
2020-11-03,2020-11-05,Lelang,FR0080,bm15,2035-06-15,0.075,0.0714,0.0717213,0.073,0.0714,0.0715854,0.0716,20000000,15518700,66268400,7100000,36950000,6200000,29500000,2.503016129032258,0.0716,14.61190965,,
2020-11-03,2020-11-05,Lelang,FR0083,bm20,2040-04-15,0.075,0.0722,0.0725823,0.074,0.0722,0.0724989,0.0726,20000000,7442600,66268400,4450000,36950000,4450000,29500000,1.6724943820224718,0.0725,19.4450528,,
2020-11-03,2020-11-05,Lelang,FR0076,bm30,2048-05-15,0.07375,0.0729,0.0735421,0.075,0.0729,0.0734928,0.0737,20000000,6746800,66268400,4400000,36950000,4350000,29500000,1.5509885057471264,0.0735,27.52714056,,
2020-11-17,2020-11-19,Lelang,SPN03210218,spn03m,2021-02-18,Diskonto,0.0295,0.0301081,0.0305,0.0295,0.0299923,0.03,20000000,1460000,104685700,1050000,31000000,1000000,24600000,1.46,0.03,0.254794521,,
2020-11-17,2020-11-19,Lelang,SPN12210812,spn12m,2021-08-12,Diskonto,0.0314,0.0317703,0.0325,0.0314,0.0315,0.0316,20000000,3360000,104685700,1000000,31000000,1000000,24600000,3.36,0.0315,0.734246575,,
2020-11-17,2020-11-19,Lelang,FR0086,bm05,2026-04-15,0.055,0.0518,0.0526243,0.0555,0.0518,0.051963,0.0521,20000000,23417000,104685700,11750000,31000000,6000000,24600000,3.902833333333333,0.0521,5.406726633,,
2020-11-17,2020-11-19,Lelang,FR0087,bm10,2031-02-15,0.065,0.0615,0.062191,0.0634,0.0615,0.0619896,0.0621,20000000,29357100,104685700,9050000,31000000,8450000,24600000,3.474213017751479,0.062,10.24503765,,
